@ 7200 IN SOA virgo hostmaster 1430540898 10800 1800 1814400 7200
@ 7200 IN MX 12801 ax.virusfree.cz.
7200 IN MX 12817 bx.virusfree.cz.
k3-1018-vanism04.k3 7200 IN A 160.217.222.11
ned63.ufb 7200 IN A 160.217.215.63
k5-325-korinv01.k5 7200 IN A 160.217.228.211
wireless-client-160-217-149-18.wa2 7200 IN A 160.217.149.18
printer-hp2600n-hojdekr.frov 7200 IN MX 10 printer-hp2600n-hojdekr.frov
printer-hp2600n-hojdekr.frov 7200 IN A 160.217.190.116
FROVZF-zasedacky-160-217-170-223.frovzf 7200 IN A 160.217.170.223
REK-A3049Vlasak.rek 7200 IN A 160.217.155.49
A417NBKoutny.rek 7200 IN A 160.217.155.83
VPN-160-217-129-227.vpn 7200 IN A 160.217.129.227
k4-909b-bottik00.k4 7200 IN A 160.217.225.26
switch1.tf 7200 IN A 160.217.193.245
roulova.ufb 7200 IN A 160.217.215.30
k4-507b-petrui01.k4 7200 IN A 160.217.224.84
k1-617-chyliz00.k1 7200 IN A 160.217.216.228
wireless-client-160-217-149-90.wa2 7200 IN A 160.217.149.90
pc1421.pf 7200 IN A 160.217.98.121
wireless-client-160-217-147-211.wa2 7200 IN A 160.217.147.211
k3-417-libalm00.k3 7200 IN A 160.217.222.64
k1-313-suchyt01.k1 7200 IN A 160.217.216.129
wireless-client-160-217-149-68.wa2 7200 IN A 160.217.149.68
k05110-zasedacka-zr.zf 7200 IN A 160.217.169.1
FROVZF-zasedacky-160-217-170-31.frovzf 7200 IN A 160.217.170.31
switch3.wx 7200 IN A 160.217.91.3
eduroam-160-217-137-21.eduroam 7200 IN A 160.217.137.21
wireless-client-160-217-147-150.wa2 7200 IN A 160.217.147.150
wifi 7200 IN CNAME srot
pc2021.pf 7200 IN A 160.217.98.161
k170a12.ef 7200 IN A 160.217.172.185
fprcs12515.prf 7200 IN A 160.217.208.215
k052521c02.zf 7200 IN A 160.217.162.67
KRA-reserve35.zf 7200 IN A 160.217.166.35
NTB-BLAHA2.frov 7200 IN MX 10 NTB-BLAHA2.frov
NTB-BLAHA2.frov 7200 IN A 160.217.202.77
S1.frov 7200 IN MX 10 S1.frov
S1.frov 7200 IN A 160.217.190.10
k051100zr34.zf 7200 IN A 160.217.168.104
A242Papousek.ff 7200 IN A 160.217.126.36
jaja 7200 IN A 160.217.6.23
useless.ufb 7200 IN A 160.217.215.114
pc2000.pf 7200 IN A 160.217.98.140
wireless-client-160-217-133-201.wa1 7200 IN A 160.217.133.201
recepce03.lib 7200 IN A 160.217.156.86
wireless-client-160-217-146-187.wa2 7200 IN A 160.217.146.187
pc1422.pf 7200 IN A 160.217.98.122
k5-417-kruler00.k5 7200 IN A 160.217.228.50
kaft212.ufb 7200 IN A 160.217.215.212
redmine 7200 IN A 160.217.5.105
wireless-client-160-217-151-120.wa2 7200 IN A 160.217.151.120
iptel-rezerva01.frov 7200 IN MX 10 iptel-rezerva01.frov
iptel-rezerva01.frov 7200 IN A 160.217.190.50
wireless-client-160-217-145-147.wa2 7200 IN A 160.217.145.147
k3-412-tabori00.k3 7200 IN A 160.217.222.16
wireless-client-160-217-148-29.wa2 7200 IN A 160.217.148.29
eduroam-160-217-137-191.eduroam 7200 IN A 160.217.137.191
dekan-ntb01.zf 7200 IN A 160.217.162.33
pc2022.pf 7200 IN A 160.217.98.162
A1049P2.ff 7200 IN A 160.217.126.32
IPtel-tettrova.zsf 7200 IN A 160.217.199.187
wireless-client-160-217-145-197.wa2 7200 IN A 160.217.145.197
KPU-reserve86.zf 7200 IN A 160.217.166.86
KRA-reserve36.zf 7200 IN A 160.217.166.36
wireless-client-160-217-150-34.wa2 7200 IN A 160.217.150.34
wireless-client-160-217-149-93.wa2 7200 IN A 160.217.149.93
AP2-zf-chem-2NP.wx 7200 IN A 160.217.91.201
wireless-client-160-217-148-79.wa2 7200 IN A 160.217.148.79
wireless-client-160-217-146-90.wa2 7200 IN A 160.217.146.90
wireless-client-160-217-149-167.wa2 7200 IN A 160.217.149.167
eko5.zsf 7200 IN A 160.217.201.5
wireless-client-160-217-132-126.wa1 7200 IN A 160.217.132.126
A0050TiskPagePro1350.ffrek 7200 IN A 160.217.153.47
kam-k4-libra.kam 7200 IN A 160.217.220.183
ser11.ufb 7200 IN A 160.217.215.11
pc1423.pf 7200 IN A 160.217.98.123
k3-303-novotm34.k3 7200 IN A 160.217.223.41
k4-106b-safrag00.k4 7200 IN A 160.217.224.48
wireless-client-160-217-151-216.wa2 7200 IN A 160.217.151.216
REK-A3045Sirova.rek 7200 IN A 160.217.155.98
A231Marek.ff 7200 IN A 160.217.126.84
pc25.bobik 7200 IN A 160.217.152.75
wireless-client-160-217-132-176.wa1 7200 IN A 160.217.132.176
prochazkasuda.pf 7200 IN A 160.217.120.123
wireless-client-160-217-146-8.wa2 7200 IN A 160.217.146.8
wireless-client-160-217-144-201.wa2 7200 IN A 160.217.144.201
dekan-ntb02.zf 7200 IN A 160.217.162.34
pc2023.pf 7200 IN A 160.217.98.163
srv94-3.cam 7200 IN A 160.217.94.3
nu.prf 7200 IN A 160.217.208.37
001d60705c83.pfduk.dhcp 7200 IN CNAME allow.pfduk.dhcp
k2-103-zdrazm00.k2 7200 IN A 160.217.219.41
VPN-160-217-131-119.vpn 7200 IN A 160.217.131.119
wireless-client-160-217-150-51.wa2 7200 IN A 160.217.150.51
FROVZF-zasedacky-160-217-170-92.frovzf 7200 IN A 160.217.170.92
wireless-client-160-217-146-201.wa2 7200 IN A 160.217.146.201
KRA-reserve37.zf 7200 IN A 160.217.166.37
esx1-swscsi1 7200 IN A 160.217.7.131
esx1-swscsi2 7200 IN A 160.217.7.132
wireless-client-160-217-132-236.wa1 7200 IN A 160.217.132.236
k2-916-hamplm00.k2 7200 IN A 160.217.219.56
fzs-2487.zsf 7200 IN A 160.217.196.84
FROV-cam04.cam 7200 IN A 160.217.94.14
opac18.lib 7200 IN A 160.217.156.78
wireless-client-160-217-148-201.wa2 7200 IN A 160.217.148.201
k5-514-sieget00.k5 7200 IN A 160.217.229.21
prx2-areca.ef 7200 IN A 160.217.161.179
wireless-client-160-217-146-106.wa2 7200 IN A 160.217.146.106
eduroam-160-217-136-45.eduroam 7200 IN A 160.217.136.45
pc1424.pf 7200 IN A 160.217.98.124
VPN-160-217-131-169.vpn 7200 IN A 160.217.131.169
c413861ceb4.pfduk.dhcp 7200 IN CNAME allow.pfduk.dhcp
pc1411.pf 7200 IN A 160.217.98.111
eduroam-160-217-137-174.eduroam 7200 IN A 160.217.137.174
wireless-client-160-217-147-199.wa2 7200 IN A 160.217.147.199
k1-306-vinsvo00.k1 7200 IN A 160.217.217.81
FROVZF-zasedacky-160-217-170-116.frovzf 7200 IN A 160.217.170.116
wireless-client-160-217-148-153.wa2 7200 IN A 160.217.148.153
k4-1003a-samecj02.k4 7200 IN A 160.217.224.147
szp12.szp 7200 IN A 160.217.128.12
eduroam-160-217-136-217.eduroam 7200 IN A 160.217.136.217
adrek1 7200 IN A 160.217.6.81
dekan-ntb03.zf 7200 IN A 160.217.162.35
wireless-client-160-217-147-91.wa2 7200 IN A 160.217.147.91
VPN-160-217-131-229.vpn 7200 IN A 160.217.131.229
dhcp-pool-160-217-169-201.zf 7200 IN A 160.217.169.201
wireless-client-160-217-150-67.wa2 7200 IN A 160.217.150.67
fprczs1161.prf 7200 IN A 160.217.214.59
benysek-kfy.pf 7200 IN A 160.217.96.215
KPU-reserve88.zf 7200 IN A 160.217.166.88
KRA-reserve38.zf 7200 IN A 160.217.166.38
wireless-client-160-217-148-213.wa2 7200 IN A 160.217.148.213
FreeIP-asi-a24szp 7200 IN A 160.217.8.248
pc1425.pf 7200 IN A 160.217.98.125
jark128.ufb 7200 IN A 160.217.215.128
jind125.ufb 7200 IN A 160.217.215.125
cerv60.ufb 7200 IN A 160.217.215.60
iptel-rezerva02.frov 7200 IN MX 10 iptel-rezerva02.frov
iptel-rezerva02.frov 7200 IN A 160.217.190.51
wireless-client-160-217-133-197.wa1 7200 IN A 160.217.133.197
VPN-160-217-131-172.vpn 7200 IN A 160.217.131.172
cam12-84.cam 7200 IN A 160.217.84.112
wireless-client-160-217-150-84.wa2 7200 IN A 160.217.150.84
dekan-ntb04.zf 7200 IN A 160.217.162.36
k1-405-cakloe00.k1 7200 IN A 160.217.216.138
sestra-ordinace.prf 7200 IN A 160.217.2.41
s24zfvc.zf 7200 IN A 160.217.161.248
KPU-reserve90.zf 7200 IN A 160.217.166.90
diskuse.ef 7200 IN A 160.217.161.16
t24prfC 7200 IN A 160.217.8.22
PF-cam01.cam 7200 IN A 160.217.94.61
iptel-rezerva07.frov 7200 IN MX 10 iptel-rezerva07.frov
iptel-rezerva07.frov 7200 IN A 160.217.190.56
k5-413-fiserk02.k5 7200 IN A 160.217.229.212
wifi2.pf 7200 IN A 160.217.96.250
wireless-client-160-217-146-140.wa2 7200 IN A 160.217.146.140
prfcs1251.prf 7200 IN A 160.217.211.107
k2-722-novotm35.k2 7200 IN A 160.217.218.200
7200 IN A 160.217.219.4
wireless-client-160-217-146-149.wa2 7200 IN A 160.217.146.149
wireless-client-160-217-151-204.wa2 7200 IN A 160.217.151.204
k2-217-henzev00.k2 7200 IN A 160.217.218.53
7200 IN A 160.217.218.146
vytv.pf 7200 IN A 160.217.120.34
pc1426.pf 7200 IN A 160.217.98.126
esx5-con.zsf 7200 IN A 160.217.178.34
wireless-client-160-217-150-229.wa2 7200 IN A 160.217.150.229
k2-801-sirokj00.k2 7200 IN A 160.217.219.86
A1044TiskPagePro1350.ffrek 7200 IN A 160.217.153.23
wireless-client-160-217-146-199.wa2 7200 IN A 160.217.146.199
k5-423-bartoi04.k5 7200 IN A 160.217.228.95
k4-205a-rajdlo00.k4 7200 IN A 160.217.225.82
bat01.zf 7200 IN A 160.217.164.24
dekan-ntb05.zf 7200 IN A 160.217.162.39
k5-424-kolarm37.k5 7200 IN A 160.217.228.117
FF-cam08.cam 7200 IN A 160.217.94.158
wireless-client-160-217-133-33.wa1 7200 IN A 160.217.133.33
FROVZF-zasedacky-160-217-170-177.frovzf 7200 IN A 160.217.170.177
A3033Rektor.rek 7200 IN A 160.217.155.222
wireless-client-160-217-132-16.wa1 7200 IN A 160.217.132.16
k700a2.ef 7200 IN A 160.217.172.182
pc2011.pf 7200 IN A 160.217.98.151
VPN-160-217-131-65.vpn 7200 IN A 160.217.131.65
wireless-client-160-217-144-197.wa2 7200 IN A 160.217.144.197
eduroam-160-217-136-113.eduroam 7200 IN A 160.217.136.113
votr68.ufb 7200 IN A 160.217.215.68
pc1427.pf 7200 IN A 160.217.98.127
wireless-client-160-217-133-178.wa1 7200 IN A 160.217.133.178
wireless-client-160-217-133-83.wa1 7200 IN A 160.217.133.83
ZF-cam84-02.cam 7200 IN A 160.217.84.32
fzs-s34.zsf 7200 IN A 160.217.178.234
k950a06.ef 7200 IN A 160.217.173.51
fzs-1728.zsf 7200 IN A 160.217.196.104
pc31.bobik 7200 IN A 160.217.152.81
bat02.zf 7200 IN A 160.217.164.25
esx4-con.zsf 7200 IN A 160.217.178.31
temelin.prf 7200 IN A 160.217.208.38
wireless-client-160-217-144-146.wa2 7200 IN A 160.217.144.146
wireless-client-160-217-146-92.wa2 7200 IN A 160.217.146.92
fzs-3037.zsf 7200 IN A 160.217.200.24
wireless-client-160-217-151-207.wa2 7200 IN A 160.217.151.207
k700a3.ef 7200 IN A 160.217.172.183
ezprava.zsf 7200 IN A 160.217.195.235
k1-807-fojtol00.k1 7200 IN A 160.217.216.42
cphone-aps5np 7200 IN A 160.217.1.57
noteprax.tf 7200 IN A 160.217.193.121
eduroam-160-217-136-76.eduroam 7200 IN A 160.217.136.76
fprcb3478.prf 7200 IN A 160.217.205.30
venus.zf 7200 IN MX 10 venus.zf
venus.zf 7200 IN A 160.217.161.21
eduroam-160-217-137-215.eduroam 7200 IN A 160.217.137.215
k5-406-formam01.k5 7200 IN A 160.217.229.134
czv-test 7200 IN CNAME czv
k5-615-kotrbm00.k5 7200 IN A 160.217.228.120
VPN-160-217-129-26.vpn 7200 IN A 160.217.129.26
viteckova.pf 7200 IN A 160.217.120.24
A414HorelicaPCDell.rek 7200 IN A 160.217.155.39
AP5-zf-keko-1NP.wx 7200 IN A 160.217.91.194
AP4-EFpuc-1NP.wx 7200 IN A 160.217.92.124
etik2.tf 7200 IN A 160.217.193.148
eduroam-160-217-136-248.eduroam 7200 IN A 160.217.136.248
wireless-client-160-217-132-44.wa1 7200 IN A 160.217.132.44
fzs-2w7-01.zsf 7200 IN A 160.217.178.51
eql-rep-grp 7200 IN A 160.217.7.14
wireless-client-160-217-151-58.wa2 7200 IN A 160.217.151.58
wireless-client-160-217-149-215.wa2 7200 IN A 160.217.149.215
wireless-client-160-217-149-118.wa2 7200 IN A 160.217.149.118
wireless-client-160-217-132-19.wa1 7200 IN A 160.217.132.19
shp.bf 7200 IN CNAME jerrymouse.prf
ara2.zf 7200 IN A 160.217.161.45
filosof2.tf 7200 IN A 160.217.193.137
ip.pf 7200 IN A 160.217.123.38
k5-609-giertl.k5 7200 IN A 160.217.229.199
fprsw01.prf 7200 IN A 160.217.210.15
ipv6 7200 IN NS ns6
wireless-client-160-217-144-24.wa2 7200 IN A 160.217.144.24
90e6ba67bee6.pfkn.dhcp 7200 IN CNAME allow.pfkn.dhcp
fprcs12512.prf 7200 IN A 160.217.208.212
K700a4.ef 7200 IN A 160.217.173.8
fprcp020141.prf 7200 IN A 160.217.212.33
wireless-client-160-217-132-94.wa1 7200 IN A 160.217.132.94
fzs-2w7-51.zsf 7200 IN A 160.217.178.101
fprcs1261.prf 7200 IN A 160.217.208.101
VPN-160-217-129-118.vpn 7200 IN A 160.217.129.118
allum.zsf 7200 IN CNAME gandalf.zsf
switch1.bobik 7200 IN A 160.217.152.201
test-int.ef 7200 IN CNAME plone-vm4
k5-321-hovork03.k5 7200 IN A 160.217.228.170
k2-203-perez.k2 7200 IN A 160.217.218.12
pc1429.pf 7200 IN A 160.217.98.129
k4-304b-rampom00.k4 7200 IN A 160.217.225.6
wireless-client-160-217-144-74.wa2 7200 IN A 160.217.144.74
wireless-client-160-217-147-102.wa2 7200 IN A 160.217.147.102
eduroam-160-217-137-83.eduroam 7200 IN A 160.217.137.83
rozv202.ufb 7200 IN A 160.217.215.202
e-bob01.acc 7200 IN A 160.217.90.130
fuci169.ufb 7200 IN A 160.217.215.169
t8bfdek1 7200 IN A 160.217.8.235
bat04.zf 7200 IN A 160.217.164.27
EF-cam20.cam 7200 IN A 160.217.94.110
dhcp-pool-160-217-201-233.zsf 7200 IN A 160.217.201.233
filosof3.tf 7200 IN A 160.217.193.73
ned64.ufb 7200 IN A 160.217.215.64
FROVZF-zasedacky-160-217-170-56.frovzf 7200 IN A 160.217.170.56
wireless-client-160-217-146-96.wa2 7200 IN A 160.217.146.96
fzs-1998.zsf 7200 IN A 160.217.198.24
FreeIP-a48zfspav 7200 IN A 160.217.8.198
sip 7200 IN CNAME asta.tel
station02.zf 7200 IN A 160.217.161.35
k3-312-anderl00.k3 7200 IN A 160.217.223.16
switchHP-J226-1.pf 7200 IN A 160.217.96.114
VPN-160-217-129-228.vpn 7200 IN A 160.217.129.228
AP1-FrovD-1NP.wx 7200 IN A 160.217.91.70
molekularizace.prf 7200 IN CNAME jerrymouse.prf
k3-811-borovj02.k3 7200 IN A 160.217.223.84
wireless-client-160-217-151-70.wa2 7200 IN A 160.217.151.70
k1-422-kleinr00.k1 7200 IN A 160.217.216.120
k1-207-vlkovd00.k1 7200 IN A 160.217.217.58
ucebnaktv2.pf 7200 IN A 160.217.123.77
A345LifeSize.ff 7200 IN A 160.217.126.9
ns.zf 7200 IN CNAME taurus.zf
wireless-client-160-217-149-69.wa2 7200 IN A 160.217.149.69
wireless-client-160-217-145-22.wa2 7200 IN A 160.217.145.22
wireless-client-160-217-145-130.wa2 7200 IN A 160.217.145.130
A2010Z1.ff 7200 IN A 160.217.126.91
k052100-reserve217.zf 7200 IN A 160.217.162.217
kopirka-dekan.zsf 7200 IN A 160.217.201.53
arpwatch.wa1 7200 IN A 160.217.133.250
fprcb1391.prf 7200 IN A 160.217.205.52
bat05.zf 7200 IN A 160.217.164.28
fzs-1009.zsf 7200 IN A 160.217.199.47
filosof4.tf 7200 IN A 160.217.193.72
konference.zsf 7200 IN CNAME zsfwww
A1040DCP9055CDN.ffrek 7200 IN A 160.217.153.39
esx2-eth0 7200 IN A 160.217.7.138
eduroam-160-217-137-111.eduroam 7200 IN A 160.217.137.111
k4-810a-kocovj02.k4 7200 IN A 160.217.224.119
plassova.pf 7200 IN A 160.217.120.200
AP4-zf-keko-1NP.wx 7200 IN A 160.217.91.193
VPN-160-217-131-38.vpn 7200 IN A 160.217.131.38
station011.tf 7200 IN A 160.217.192.111
A0044TiskPagePro1350.ff 7200 IN A 160.217.126.171
switchHP-J226-2.pf 7200 IN A 160.217.96.115
k4-802b-nesnii00.k4 7200 IN A 160.217.225.7
sukdolova.pf 7200 IN A 160.217.120.166
eduroam-160-217-136-144.eduroam 7200 IN A 160.217.136.144
wireless-client-160-217-133-135.wa1 7200 IN A 160.217.133.135
prochazkanew.pf 7200 IN A 160.217.120.33
fprczs2041.prf 7200 IN A 160.217.214.6
WinXP-test 7200 IN A 160.217.6.71
0018f3f8f0f0.pfduk.dhcp 7200 IN CNAME allow.pfduk.dhcp
prfcbota7.prf 7200 IN A 160.217.205.197
A0043Nagy.ff 7200 IN A 160.217.126.131
ctrlPC-PrF-B.epc 7200 IN A 160.217.89.3
wireless-client-160-217-133-40.wa1 7200 IN A 160.217.133.40
wireless-client-160-217-145-148.wa2 7200 IN A 160.217.145.148
altair.kam 7200 IN A 160.217.220.87
k052100-reserve218.zf 7200 IN A 160.217.162.218
fprcpc020071.prf 7200 IN A 160.217.207.43
wireless-client-160-217-146-250.wa2 7200 IN A 160.217.146.250
k4-1010b-benovm00.k4 7200 IN A 160.217.224.203
bat06.zf 7200 IN A 160.217.164.29
wireless-client-160-217-145-0.wa2 7200 IN A 160.217.145.0
filosof5.tf 7200 IN A 160.217.193.71
pc36.bobik 7200 IN A 160.217.152.86
fzs-s35.zsf 7200 IN A 160.217.178.235
wireless-client-160-217-150-171.wa2 7200 IN A 160.217.150.171
wireless-client-160-217-145-198.wa2 7200 IN A 160.217.145.198
IPtel-Kajanova.zsf 7200 IN A 160.217.199.185
A112kat1.ff 7200 IN A 160.217.126.34
iss.prf 7200 IN CNAME jerrymouse.prf
KolejK4-160-217-225-204.k4 7200 IN A 160.217.225.204
station04.zf 7200 IN A 160.217.161.37
pastsekr.tf 7200 IN A 160.217.193.193
switchHP-J226-3.pf 7200 IN A 160.217.96.116
xarquon 7200 IN A 160.217.6.36
fprnerbenova.prf 7200 IN A 160.217.210.121
wireless-client-160-217-132-127.wa1 7200 IN A 160.217.132.127
k2-906-kruchl00.k2 7200 IN A 160.217.218.92
uran-sw-12-poe.zsf 7200 IN A 160.217.179.246
dogmatik2.tf 7200 IN A 160.217.193.131
wireless-client-160-217-151-122.wa2 7200 IN A 160.217.151.122
SQL-1.zsf 7200 IN A 160.217.196.23
wireless-client-160-217-151-217.wa2 7200 IN A 160.217.151.217
k2-516-.k2 7200 IN A 160.217.218.52
EFrestroom.ef 7200 IN MX 10 EFrestroom.ef
EFrestroom.ef 7200 IN A 160.217.164.92
k3-510-starom00.k3 7200 IN A 160.217.222.73
k5-214-slobol00.k5 7200 IN A 160.217.228.182
vancura.pf 7200 IN A 160.217.96.46
prac1.bf 7200 IN A 160.217.205.2
t16bfdek2 7200 IN A 160.217.8.142
suk.bobik 7200 IN CNAME cleopatra.bobik
REK-A4047Pecko.rek 7200 IN A 160.217.155.25
k5-211-milles00.k5 7200 IN A 160.217.228.66
wireless-client-160-217-132-177.wa1 7200 IN A 160.217.132.177
wireless-client-160-217-146-9.wa2 7200 IN A 160.217.146.9
bat07.zf 7200 IN A 160.217.164.30
srv94-4.cam 7200 IN A 160.217.94.4
tomcat.prf 7200 IN A 160.217.208.35
k1-918-brozkm00.k1 7200 IN A 160.217.216.98
FROVZF-zasedacky-160-217-170-142.frovzf 7200 IN A 160.217.170.142
fprczs1052.prf 7200 IN A 160.217.214.53
tlustydekanat.pf 7200 IN A 160.217.96.122
station05.zf 7200 IN A 160.217.161.38
station013.tf 7200 IN A 160.217.192.113
bumbova.ufb 7200 IN A 160.217.215.47
wireless-client-160-217-132-237.wa1 7200 IN A 160.217.132.237
wireless-client-160-217-148-104.wa2 7200 IN A 160.217.148.104
moodle.pf 7200 IN A 160.217.96.182
d309.pf 7200 IN A 160.217.120.55
wireless-client-160-217-148-45.wa2 7200 IN A 160.217.148.45
treybalova.lib 7200 IN A 160.217.156.106
A1038Halamova.ff 7200 IN A 160.217.126.102
opac19.lib 7200 IN A 160.217.156.79
wireless-client-160-217-151-69.wa2 7200 IN A 160.217.151.69
it.tf 7200 IN CNAME aries.tf
notheide.tf 7200 IN A 160.217.193.104
wireless-client-160-217-133-73.wa1 7200 IN A 160.217.133.73
k1-810-kotivt00.k1 7200 IN A 160.217.217.121
FROVZF-zasedacky-160-217-170-155.frovzf 7200 IN A 160.217.170.155
VPN-160-217-131-171.vpn 7200 IN A 160.217.131.171
Printer-Brother7070-JAIP-kouril-stejskal.frov 7200 IN MX 10 Printer-Brother7070-JAIP-kouril-stejskal.frov
Printer-Brother7070-JAIP-kouril-stejskal.frov 7200 IN A 160.217.202.129
spoj-FrovA-smer-Vmlyn.frov 7200 IN A 160.217.9.138
2c4138120ab2.pfduk.dhcp 7200 IN CNAME allow.pfduk.dhcp
SebSafarikovaPC.pf 7200 IN A 160.217.121.158
k3-313-hlinoj00.k3 7200 IN A 160.217.223.14
wireless-client-160-217-148-154.wa2 7200 IN A 160.217.148.154
REK-A3004Galatikova.rek 7200 IN A 160.217.155.131
AP3-zf-keko-1NP.wx 7200 IN A 160.217.91.192
szp13.szp 7200 IN A 160.217.128.13
taurus.zf 7200 IN MX 10 ara.zf
taurus.zf 7200 IN A 160.217.161.1
bat08.zf 7200 IN A 160.217.164.31
wireless-client-160-217-147-92.wa2 7200 IN A 160.217.147.92
bsera.pf 7200 IN A 160.217.96.238
VPN-160-217-131-231.vpn 7200 IN A 160.217.131.231
fprczs1162.prf 7200 IN A 160.217.214.60
meli244.ufb 7200 IN A 160.217.215.244
k3-604-kudrnm01.k3 7200 IN A 160.217.222.71
k1-616-kolarj20.k1 7200 IN A 160.217.216.171
wireless-client-160-217-132-30.wa1 7200 IN A 160.217.132.30
wireless-client-160-217-148-214.wa2 7200 IN A 160.217.148.214
station014.tf 7200 IN A 160.217.192.114
t48prfdek 7200 IN A 160.217.8.117
d311.pf 7200 IN A 160.217.120.128
j405.pf 7200 IN A 160.217.96.95
k1-606-cvrcej00.k1 7200 IN A 160.217.216.71
wireless-client-160-217-133-90.wa1 7200 IN A 160.217.133.90
wireless-client-160-217-144-221.wa2 7200 IN A 160.217.144.221
asta.tel 7200 IN A 160.217.95.33
noteped.tf 7200 IN A 160.217.193.94
A408Kubeckova.rek 7200 IN A 160.217.155.96
k5-410-cerves00.k5 7200 IN A 160.217.229.221
A400TiskBizhubC203.rek 7200 IN A 160.217.155.200
PC-nem-Skopek.zsf 7200 IN A 160.217.198.19
k5-312-skardd00.k5 7200 IN A 160.217.228.13
000AE65E2BB6.pfduk.dhcp 7200 IN CNAME allow.pfduk.dhcp
attis1.ef 7200 IN CNAME beta.ef
kova222.ufb 7200 IN A 160.217.215.222
notefil.tf 7200 IN A 160.217.193.63
NetworkJack.zsf 7200 IN A 160.217.197.240
spoj-RetrS-smer-FrovA.frov 7200 IN A 160.217.9.139
A148Kralova.ff 7200 IN A 160.217.126.70
eduroam-160-217-136-13.eduroam 7200 IN A 160.217.136.13
wireless-client-160-217-146-101.wa2 7200 IN A 160.217.146.101
bat09.zf 7200 IN A 160.217.164.32
k4-405b-primah00.k4 7200 IN A 160.217.225.20
eduroam-160-217-137-142.eduroam 7200 IN A 160.217.137.142
fprcb1891.prf 7200 IN A 160.217.205.176
IPtel-Zolzer.zsf 7200 IN A 160.217.199.169
optiplex.prf 7200 IN A 160.217.2.46
AP9-kni-bra-1NP.wx 7200 IN A 160.217.91.48
notkubicka.pf 7200 IN A 160.217.120.94
ucvytvar.tf 7200 IN A 160.217.193.75
PF-cam02.cam 7200 IN A 160.217.94.62
iptelpaslerova.ufb 7200 IN A 160.217.215.40
fprcs2081.prf 7200 IN A 160.217.208.33
eduroam-160-217-136-175.eduroam 7200 IN A 160.217.136.175
wireless-client-160-217-145-223.wa2 7200 IN A 160.217.145.223
ucebna21.zsf 7200 IN A 160.217.201.71
k5-111-novotp22.k5 7200 IN A 160.217.229.6
prfcs1252.prf 7200 IN A 160.217.211.108
simek 7200 IN CNAME srot
holecnotebook.pf 7200 IN A 160.217.120.191
wireless-client-160-217-146-151.wa2 7200 IN A 160.217.146.151
wireless-client-160-217-145-53.wa2 7200 IN A 160.217.145.53
k051700-reserve187.zf 7200 IN A 160.217.162.187
FROVZF-zasedacky-160-217-170-213.frovzf 7200 IN A 160.217.170.213
KolejK5-160-217-231-129.k5 7200 IN A 160.217.231.129
carbova.pf 7200 IN A 160.217.120.135
k1-704-melica01.k1 7200 IN A 160.217.217.40
k5-703-kahudi00.k5 7200 IN A 160.217.228.115
A445Olzbutova.rek 7200 IN A 160.217.155.125
dhcp-pool-160-217-167-208.zf 7200 IN A 160.217.167.208
attis2.ef 7200 IN CNAME beta.ef
k4-705b-zitkot00.k4 7200 IN A 160.217.224.127
k4-604a-marsae00.k4 7200 IN A 160.217.224.40
k3-307-rihovv01.k3 7200 IN A 160.217.223.27
dhcp-pool-160-217-1-90 7200 IN A 160.217.1.90
studived.tf 7200 IN A 160.217.193.88
001d60e56b07.pfduk.dhcp 7200 IN CNAME allow.pfduk.dhcp
eduroam-160-217-137-170.eduroam 7200 IN A 160.217.137.170
VPN-160-217-131-16.vpn 7200 IN A 160.217.131.16
vz 7200 IN CNAME plone-vm4
bat11.zf 7200 IN A 160.217.164.34
kajlik.pf 7200 IN A 160.217.120.168
moodle.tf 7200 IN A 160.217.192.3
FROVZF-zasedacky-160-217-170-21.frovzf 7200 IN A 160.217.170.21
kkm.zf 7200 IN CNAME sites.zf
FF-cam10.cam 7200 IN A 160.217.94.160
wireless-client-160-217-151-0.wa2 7200 IN A 160.217.151.0
k3-617-kulikj01.k3 7200 IN A 160.217.222.171
wireless-client-160-217-133-34.wa1 7200 IN A 160.217.133.34
k2-313-sochnk00.k2 7200 IN A 160.217.218.186
eduroam-160-217-137-19.eduroam 7200 IN A 160.217.137.19
station016.tf 7200 IN A 160.217.192.116
k1-419-masara01.k1 7200 IN A 160.217.216.81
wireless-client-160-217-145-70.wa2 7200 IN A 160.217.145.70
ldap.pf 7200 IN CNAME romeo.pf
wireless-client-160-217-133-91.wa1 7200 IN A 160.217.133.91
ecb1d7bc4ce5.pfduk.dhcp 7200 IN CNAME allow.pfduk.dhcp
serg236.ufb 7200 IN A 160.217.215.236
wireless-client-160-217-145-14.wa2 7200 IN A 160.217.145.14
IPtel-Francova.zsf 7200 IN A 160.217.199.178
home.prf 7200 IN CNAME jerrymouse.prf
wireless-client-160-217-133-179.wa1 7200 IN A 160.217.133.179
k052521e08.zf 7200 IN A 160.217.162.73
A235Pitrova.ff 7200 IN A 160.217.126.61
wireless-client-160-217-133-84.wa1 7200 IN A 160.217.133.84
ZF-cam84-03.cam 7200 IN A 160.217.84.33
k051300o-reserve9.zf 7200 IN A 160.217.171.9
mahara.prf 7200 IN CNAME jerrymouse.prf
attis3.ef 7200 IN CNAME beta.ef
